	input_form	input_syll	input_des	output_form	output_syll	output_des	input_index	output_index	change_sequences
13371	perversiune	per.ver.si.'u.ne	e	perversiuni	per.ver.si.'uni	i	217827	217828	^/^ p/p e/e r/r v/v e/e r/r s/s i/i 'u/'u n/n $/$
13372	căldurică	căl.du.r'i.că	ă	căldurici	căl.du.r'ici	i	54994	54989	^/^ c/c ă/ă l/l d/d u/u r/r 'i/'i c/c $/$
13373	controlor	con.tro.l'or		controlori	con.tro.l'ori	i	79284	79285	^/^ c/c o/o n/n t/t r/r o/o l/l 'o/'o r/r $/$
13374	golgheter	gol.gh'e.ter		golgheteri	gol.gh'e.teri	i	137760	137761	^/^ g/g o/o l/l g/g h/h 'e/'e t/t e/e r/r $/$
13375	pregnanță	preg.n'an.ță	ă	pregnanțe	preg.n'an.țe	e	228727	228719	^/^ p/p r/r e/e g/g n/n 'a/'a n/n ț/ț $/$
13376	seriozitate	se.ri.o.zi.t'a.te	e	seriozități	se.ri.o.zi.t'ăți	i	267459	267462	^/^ s/s e/e r/r i/i o/o z/z i/i t/t 'a/'ă t/ț $/$
13377	stăncuță	stăn.c'u.ță	ă	stăncuțe	stăn.c'u.țe	e	276274	276269	^/^ s/s t/t ă/ă n/n c/c 'u/'u ț/ț $/$
13378	udmă	'ud.mă	ă	udme	'ud.me	e	299585	299580	^/^ 'u/'u d/d m/m $/$
13379	gâlcă	g'âl.că	ă	gâlci	g'âlci	i	140387	140381	^/^ g/g 'â/'â l/l c/c $/$
13380	interior	in.te.ri.'or		interioare	in.te.ri.o'a.re	e	155330	155322	^/^ i/i n/n t/t e/e r/r i/i 'o/o'a r/r $/$
13381	flintuliță	flin.tu.l'i.ță	ă	flintulițe	flin.tu.l'i.țe	e	128573	128568	^/^ f/f l/l i/i n/n t/t u/u l/l 'i/'i ț/ț $/$
13382	impostură	im.pos.t'u.ră	ă	imposturi	im.pos.t'uri	i	147754	147749	^/^ i/i m/m p/p o/o s/s t/t 'u/'u r/r $/$
13383	masterat	mas.te.r'at		masterate	mas.te.r'a.te	e	173190	173191	^/^ m/m a/a s/s t/t e/e r/r 'a/'a t/t $/$
13384	covercă	co.v'er.că	ă	coverci	co.v'erci	i	82205	82200	^/^ c/c o/o v/v 'e/'e r/r c/c $/$
13385	percuție	per.c'u.ți.e	e	percuții	per.c'u.ții	i	216284	216286	^/^ p/p e/e r/r c/c 'u/'u ț/ț i/i $/$
13386	rips	r'ips		ripsuri	r'ip.suri	uri	256526	256530	^/^ r/r 'i/'i p/p s/s $/$
13387	rutierist	ru.ti.e.r'ist		rutieriști	ru.ti.e.r'iști	i	259003	259006	^/^ r/r u/u t/t i/i e/e r/r 'i/'i s/ș t/t $/$
13388	astenie	as.te.n'i.e	e	astenii	as.te.n'ii	i	38631	38633	^/^ a/a s/s t/t e/e n/n 'i/'i $/$
13389	copiat	co.pi.'at		copiați	co.pi.'ați	i	80237	80267	^/^ c/c o/o p/p i/i 'a/'a t/ț $/$
13390	lăstar	lăs.t'ar		lăstare	lăs.t'a.re	e	162794	162795	^/^ l/l ă/ă s/s t/t 'a/'a r/r $/$
13391	lăstar	lăs.t'ar		lăstari	lăs.t'ari	i	162794	162798	^/^ l/l ă/ă s/s t/t 'a/'a r/r $/$
13392	jurnalist	jur.na.l'ist		jurnaliști	jur.na.l'iști	i	161838	161863	^/^ j/j u/u r/r n/n a/a l/l 'i/'i s/ș t/t $/$
13393	amânare	a.mâ.n'a.re	e	amânări	a.mâ.n'ări	i	29774	29763	^/^ a/a m/m â/â n/n 'a/'ă r/r $/$
13394	dovlecel	do.vle.c'el		dovlecei	do.vle.c'ei	i	110025	110022	^/^ d/d o/o v/v l/l e/e c/c 'e/'e l/0 $/$
13395	audiometrie	a.u.di.o.me.tr'i.e	e	audiometrii	a.u.di.o.me.tr'i.i	i	40176	40178	^/^ a/a u/u d/d i/i o/o m/m e/e t/t r/r 'i/'i $/$
13396	remarcă	re.m'ar.că	ă	remarce	re.m'ar.ce	e	249931	249989	^/^ r/r e/e m/m 'a/'a r/r c/c $/$
13397	remarcă	re.m'ar.că	ă	remarci	re.m'arci	i	249931	249995	^/^ r/r e/e m/m 'a/'a r/r c/c $/$
13398	sublimare	su.bli.m'a.re	e	sublimări	su.bli.m'ări	i	281191	281223	^/^ s/s u/u b/b l/l i/i m/m 'a/'ă r/r $/$
13399	cădere	că.d'e.re	e	căderi	că.d'eri	i	54601	54604	^/^ c/c ă/ă d/d 'e/'e r/r $/$
13400	romb	r'omb		romburi	r'om.buri	uri	257509	257539	^/^ r/r 'o/'o m/m b/b $/$
13401	deponent	de.po.n'ent		deponenți	de.po.n'enți	i	96172	96188	^/^ d/d e/e p/p o/o n/n 'e/'e n/n t/ț $/$
13402	pilon	pi.l'on		piloni	pi.l'oni	i	219491	219492	^/^ p/p i/i l/l 'o/'o n/n $/$
13403	proptă	pr'op.tă	ă	propte	pr'op.te	e	235008	234984	^/^ p/p r/r 'o/'o p/p t/t $/$
13404	interferență	in.ter.fe.r'en.ță	ă	interferențe	in.ter.fe.r'en.țe	e	155243	155235	^/^ i/i n/n t/t e/e r/r f/f e/e r/r 'e/'e n/n ț/ț $/$
13405	oraș	o.r'aș		orașe	o.r'a.șe	e	207242	207243	^/^ o/o r/r 'a/'a ș/ș $/$
13406	pieliță	pi'e.li.ță	ă	pielițe	pi'e.li.țe	e	218958	218953	^/^ p/p i/i 'e/'e l/l i/i ț/ț $/$
13407	aeromodel	a.e.ro.mo.d'el		aeromodele	a.e.ro.mo.d'e.le	e	23333	23334	^/^ a/a e/e r/r o/o m/m o/o d/d 'e/'e l/l $/$
13408	cățeluș	că.țe.l'uș		cățeluși	că.țe.l'uși	i	54490	54497	^/^ c/c ă/ă ț/ț e/e l/l 'u/'u ș/ș $/$
13409	agent	a.g'ent		agenți	a.g'enți	i	24347	24358	^/^ a/a g/g 'e/'e n/n t/ț $/$
13410	libertate	li.ber.t'a.te	e	libertăți	li.ber.t'ăți	i	165569	165571	^/^ l/l i/i b/b e/e r/r t/t 'a/'ă t/ț $/$
13411	slujire	slu.j'i.re	e	slujiri	slu.j'iri	i	271727	271729	^/^ s/s l/l u/u j/j 'i/'i r/r $/$
13412	căpătâi	că.pă.t'âi		căpătâie	că.pă.t'â.ie	e	55381	55382	^/^ c/c ă/ă p/p ă/ă t/t 'â/'â i/i $/$
13413	instinct	in.st'inct		instincte	in.st'inc.te	e	153652	153653	^/^ i/i n/n s/s t/t 'i/'i n/n c/c t/t $/$
13414	zbor	zb'or		zboruri	zb'o.ruri	uri	311280	311291	^/^ z/z b/b 'o/'o r/r $/$
13415	voievod	vo.ie.v'od		voievozi	vo.ie.v'ozi	i	308350	308360	^/^ v/v o/o i/i e/e v/v 'o/'o d/z $/$
13416	peritiflită	pe.ri.ti.fl'i.tă	ă	peritiflite	pe.ri.ti.fl'i.te	e	217009	217004	^/^ p/p e/e r/r i/i t/t i/i f/f l/l 'i/'i t/t $/$
13417	telecronicar	te.le.cro.ni.c'ar		telecronicari	te.le.cro.ni.c'ari	i	288863	288864	^/^ t/t e/e l/l e/e c/c r/r o/o n/n i/i c/c 'a/'a r/r $/$
13418	isop	i.s'op		isopi	i.s'opi	i	159059	159060	^/^ i/i s/s 'o/'o p/p $/$
13419	panaceu	pa.na.c'eu	u	panacee	pa.na.c'e.e	e	211670	211667	^/^ p/p a/a n/n a/a c/c 'e/'e $/$
13420	peceneg	pe.ce.n'eg		pecenegi	pe.ce.n'egi	i	215103	215111	^/^ p/p e/e c/c e/e n/n 'e/'e g/g $/$
13421	lipici	li.p'ici		lipiciuri	li.p'i.ciuri	uri	166618	166638	^/^ l/l i/i p/p 'i/'i c/c i/i $/$
13422	scop	sc'op		scopuri	sc'o.puri	uri	263628	263631	^/^ s/s c/c 'o/'o p/p $/$
13423	barou	ba.r'ou	u	barouri	ba.r'o.uri	uri	46143	46147	^/^ b/b a/a r/r 'o/'o $/$
13424	confesional	con.fe.si.o.n'al		confesionale	con.fe.si.o.n'a.le	e	74939	74943	^/^ c/c o/o n/n f/f e/e s/s i/i o/o n/n 'a/'a l/l $/$
13425	ducă	d'u.că	ă	duci	d'uci	i	111324	111309	^/^ d/d 'u/'u c/c $/$
13426	afișaj	a.fi.ș'aj		afișaje	a.fi.ș'a.je	e	23600	23601	^/^ a/a f/f i/i ș/ș 'a/'a j/j $/$
13427	reprimare	re.pri.m'a.re	e	reprimări	re.pri.m'ări	i	251769	251758	^/^ r/r e/e p/p r/r i/i m/m 'a/'ă r/r $/$
13428	spermatofor	sper.ma.to.f'or		spermatofori	sper.ma.to.f'ori	i	274797	274798	^/^ s/s p/p e/e r/r m/m a/a t/t o/o f/f 'o/'o r/r $/$
13429	nană	n'a.nă	ă	nane	n'a.ne	e	186638	186625	^/^ n/n 'a/'a n/n $/$
13430	japoneză	ja.po.n'e.ză	ă	japoneze	ja.po.n'e.ze	e	160413	160395	^/^ j/j a/a p/p o/o n/n 'e/'e z/z $/$
13431	simptom	simp.t'om		simptoame	simp.to'a.me	e	269981	269978	^/^ s/s i/i m/m p/p t/t 'o/o'a m/m $/$
13432	simptom	simp.t'om		simptome	simp.t'o.me	e	269981	270002	^/^ s/s i/i m/m p/p t/t 'o/'o m/m $/$
13433	băiță	bă.'i.ță	ă	băițe	bă.'i.țe	e	43927	43919	^/^ b/b ă/ă 'i/'i ț/ț $/$
13434	auzit	a.u.z'it		auzite	a.u.z'i.te	e	42678	42684	^/^ a/a u/u z/z 'i/'i t/t $/$
13435	auzit	a.u.z'it		auziți	a.u.z'iți	i	42678	42699	^/^ a/a u/u z/z 'i/'i t/ț $/$
13436	chit	ch'it		chiți	ch'iți	i	64310	63506	^/^ c/c h/h 'i/'i t/ț $/$
13437	chit	ch'it		chituri	ch'i.turi	uri	64310	64399	^/^ c/c h/h 'i/'i t/t $/$
13438	cheltuială	chel.tu.i'a.lă	ă	cheltuieli	chel.tu.i'eli	i	63188	63194	^/^ c/c h/h e/e l/l t/t u/u i/i 'a/'e l/l $/$
13439	fald	f'ald		falduri	f'al.duri	uri	123834	123838	^/^ f/f 'a/'a l/l d/d $/$
13440	pasageră	pa.sa.g'e.ră	ă	pasagere	pa.sa.g'e.re	e	214043	214031	^/^ p/p a/a s/s a/a g/g 'e/'e r/r $/$
13441	proveniență	pro.ve.ni.'en.ță	ă	proveniențe	pro.ve.ni.'en.țe	e	235860	235854	^/^ p/p r/r o/o v/v e/e n/n i/i 'e/'e n/n ț/ț $/$
13442	cristianism	cris.ti.a.n'ism		cristianisme	cris.ti.a.n'is.me	e	83820	83821	^/^ c/c r/r i/i s/s t/t i/i a/a n/n 'i/'i s/s m/m $/$
13443	ciubeică	ciu.b'ei.că	ă	ciubeici	ciu.b'eici	i	66290	66285	^/^ c/c i/i u/u b/b 'e/'e i/i c/c $/$
13444	inovație	i.no.v'a.ți.e	e	inovații	i.no.v'a.ții	i	152848	152850	^/^ i/i n/n o/o v/v 'a/'a ț/ț i/i $/$
13445	ostracoderm	os.tra.co.d'erm		ostracodermi	os.tra.co.d'ermi	i	208772	208773	^/^ o/o s/s t/t r/r a/a c/c o/o d/d 'e/'e r/r m/m $/$
13446	pivot	pi.v'ot		pivoturi	pi.v'o.turi	uri	220173	220176	^/^ p/p i/i v/v 'o/'o t/t $/$
13447	pivot	pi.v'ot		pivoți	pi.v'oți	i	220173	220179	^/^ p/p i/i v/v 'o/'o t/ț $/$
13448	depoziție	de.po.z'i.ți.e	e	depoziții	de.po.z'i.ții	i	96325	96327	^/^ d/d e/e p/p o/o z/z 'i/'i ț/ț i/i $/$
13449	reproducere	re.pro.d'u.ce.re	e	reproduceri	re.pro.d'u.ceri	i	251923	251925	^/^ r/r e/e p/p r/r o/o d/d 'u/'u c/c e/e r/r $/$
13450	degivror	de.gi.vr'or		degivroare	de.gi.vro'a.re	e	93631	93628	^/^ d/d e/e g/g i/i v/v r/r 'o/o'a r/r $/$
13451	fruntaș	frun.t'aș		fruntași	frun.t'ași	i	132181	132195	^/^ f/f r/r u/u n/n t/t 'a/'a ș/ș $/$
13452	credincioasă	cre.din.cio'a.să	ă	credincioase	cre.din.cio'a.se	e	83100	83088	^/^ c/c r/r e/e d/d i/i n/n c/c i/i o'a/o'a s/s $/$
13453	obediență	o.be.di.'en.ță	ă	obediențe	o.be.di.'en.țe	e	202975	202967	^/^ o/o b/b e/e d/d i/i 'e/'e n/n ț/ț $/$
13454	import	im.p'ort		importuri	im.p'or.turi	uri	147635	147714	^/^ i/i m/m p/p 'o/'o r/r t/t $/$
13455	sfredeleac	sfre.de.le'ac		sfredeleacuri	sfre.de.le'a.curi	uri	268544	268548	^/^ s/s f/f r/r e/e d/d e/e l/l e'a/e'a c/c $/$
13456	fanatism	fa.na.t'ism		fanatisme	fa.na.t'is.me	e	124204	124205	^/^ f/f a/a n/n a/a t/t 'i/'i s/s m/m $/$
13457	divinitate	di.vi.ni.t'a.te	e	divinități	di.vi.ni.t'ăți	i	108108	108110	^/^ d/d i/i v/v i/i n/n i/i t/t 'a/'ă t/ț $/$
13458	consolă	con.s'o.lă	ă	console	con.s'o.le	e	76485	76534	^/^ c/c o/o n/n s/s 'o/'o l/l $/$
13459	dulăpior	du.lă.pi'or		dulăpioare	du.lă.pio'a.re	e	111561	111558	^/^ d/d u/u l/l ă/ă p/p i/i 'o/o'a r/r $/$
13460	hotărâre	ho.tă.r'â.re	e	hotărâri	ho.tă.r'âri	i	143867	143869	^/^ h/h o/o t/t ă/ă r/r 'â/'â r/r $/$
13461	politie	po.li.t'i.e	e	politii	po.li.t'ii	i	223807	223809	^/^ p/p o/o l/l i/i t/t 'i/'i $/$
13462	developare	de.ve.lo.p'a.re	e	developări	de.ve.lo.p'ări	i	101196	101199	^/^ d/d e/e v/v e/e l/l o/o p/p 'a/'ă r/r $/$
13463	teleinterviu	te.le.in.ter.v'iu	u	teleinterviuri	te.le.in.ter.v'i.uri	uri	289036	289039	^/^ t/t e/e l/l e/e i/i n/n t/t e/e r/r v/v 'i/'i $/$
13464	surmenaj	sur.me.n'aj		surmenajuri	sur.me.n'a.juri	uri	285338	285341	^/^ s/s u/u r/r m/m e/e n/n 'a/'a j/j $/$
13465	vinograd	vi.no.gr'ad		vinograduri	vi.no.gr'a.duri	uri	306962	306967	^/^ v/v i/i n/n o/o g/g r/r 'a/'a d/d $/$
13466	arie	'a.ri.e	e	arii	'a.rii	i	36281	36322	^/^ 'a/'a r/r i/i $/$
13467	păcat	pă.c'at		păcate	pă.c'a.te	e	209648	209649	^/^ p/p ă/ă c/c 'a/'a t/t $/$
13468	clădăraie	clă.dă.r'a.ie	ie	clădărăi	clă.dă.r'ăi	i	66880	66881	^/^ c/c l/l ă/ă d/d ă/ă r/r 'a/'ă $/$
13469	gland	gl'and		glanduri	gl'an.duri	uri	137139	137148	^/^ g/g l/l 'a/'a n/n d/d $/$
13470	integramă	in.te.gr'a.mă	ă	integrame	in.te.gr'a.me	e	154368	154363	^/^ i/i n/n t/t e/e g/g r/r 'a/'a m/m $/$
13471	luminofor	lu.mi.no.f'or		luminofoare	lu.mi.no.fo'a.re	e	168396	168392	^/^ l/l u/u m/m i/i n/n o/o f/f 'o/o'a r/r $/$
13472	luminofor	lu.mi.no.f'or		luminofori	lu.mi.no.f'ori	i	168396	168404	^/^ l/l u/u m/m i/i n/n o/o f/f 'o/'o r/r $/$
13473	expoziție	ex.po.z'i.ți.e	e	expoziții	ex.po.z'i.ții	i	121628	121630	^/^ e/e x/x p/p o/o z/z 'i/'i ț/ț i/i $/$
13474	geriatrie	ge.ri.a.tr'i.e	e	geriatrii	ge.ri.a.tr'ii	i	135924	135926	^/^ g/g e/e r/r i/i a/a t/t r/r 'i/'i $/$
13475	echilibru	e.chi.l'i.bru	u	echilibre	e.chi.l'i.bre	e	112631	112586	^/^ e/e c/c h/h i/i l/l 'i/'i b/b r/r $/$
13476	teasc	te'asc		teascuri	te'as.curi	uri	288553	288557	^/^ t/t e'a/e'a s/s c/c $/$
13477	comuniune	co.mu.ni.'u.ne	e	comuniuni	co.mu.ni.'uni	i	73060	73062	^/^ c/c o/o m/m u/u n/n i/i 'u/'u n/n $/$
13478	continuitate	con.ti.nu.i.t'a.te	e	continuități	con.ti.nu.i.t'ăți	i	78063	78065	^/^ c/c o/o n/n t/t i/i n/n u/u i/i t/t 'a/'ă t/ț $/$
13479	tenacitate	te.na.ci.t'a.te	e	tenacități	te.na.ci.t'ăți	i	289537	289539	^/^ t/t e/e n/n a/a c/c i/i t/t 'a/'ă t/ț $/$
13480	interschimbabilitate	in.ters.chim.ba.bi.li.t'a.te	e	interschimbabilități	in.ters.chim.ba.bi.li.t'ăți	i	155974	155976	^/^ i/i n/n t/t e/e r/r s/s c/c h/h i/i m/m b/b a/a b/b i/i l/l i/i t/t 'a/'ă t/ț $/$
13481	zarvă	z'ar.vă	ă	zarve	z'ar.ve	e	310954	310949	^/^ z/z 'a/'a r/r v/v $/$
13482	comportament	com.por.ta.m'ent		comportamente	com.por.ta.m'en.te	e	72475	72489	^/^ c/c o/o m/m p/p o/o r/r t/t a/a m/m 'e/'e n/n t/t $/$
13483	suprapunere	su.pra.p'u.ne.re	e	suprapuneri	su.pra.p'u.neri	i	284604	284607	^/^ s/s u/u p/p r/r a/a p/p 'u/'u n/n e/e r/r $/$
13484	arcadă	ar.c'a.dă	ă	arcade	ar.c'a.de	e	35509	35504	^/^ a/a r/r c/c 'a/'a d/d $/$
13485	artizan	ar.ti.z'an		artizani	ar.ti.z'ani	i	36988	37009	^/^ a/a r/r t/t i/i z/z 'a/'a n/n $/$
13486	inventar	in.ven.t'ar		inventare	in.ven.t'a.re	e	157371	157373	^/^ i/i n/n v/v e/e n/n t/t 'a/'a r/r $/$
13487	supradoză	su.pra.d'o.ză	ă	supradoze	su.pra.d'o.ze	e	284258	284252	^/^ s/s u/u p/p r/r a/a d/d 'o/'o z/z $/$
13488	panevghenie	pa.nev.ghe.n'i.e	e	panevghenii	pa.nev.ghe.n'ii	i	211836	211838	^/^ p/p a/a n/n e/e v/v g/g h/h e/e n/n 'i/'i $/$
13489	săculete	să.cu.l'e.te	e	săculeți	să.cu.l'eți	eți	259463	259470	^/^ s/s ă/ă c/c u/u l/l 'e/0 t/0 $/$
13490	plagă	pl'a.gă	ă	plăgi	pl'ăgi	i	220713	220340	^/^ p/p l/l 'a/'ă g/g $/$
13491	eurocent	e.u.ro.c'ent		eurocenți	e.u.ro.c'enți	i	118375	118378	^/^ e/e u/u r/r o/o c/c 'e/'e n/n t/ț $/$
13492	rutean	ru.te'an		ruteni	ru.t'eni	i	258976	258990	^/^ r/r u/u t/t e'a/'e n/n $/$
13493	leagăn	le'a.găn		leagăne	le'a.gă.ne	e	164093	164095	^/^ l/l e'a/e'a g/g ă/ă n/n $/$
13494	trufă	tr'u.fă	ă	trufe	tr'u.fe	e	297160	297154	^/^ t/t r/r 'u/'u f/f $/$
13495	fișic	fi.ș'ic		fișicuri	fi.ș'i.curi	uri	126186	126190	^/^ f/f i/i ș/ș 'i/'i c/c $/$
13496	decopertare	de.co.per.t'a.re	e	decopertări	de.co.per.t'ări	i	91997	91999	^/^ d/d e/e c/c o/o p/p e/e r/r t/t 'a/'ă r/r $/$
13497	subliniere	su.bli.ni.'e.re	e	sublinieri	su.bli.ni.'eri	i	281269	281272	^/^ s/s u/u b/b l/l i/i n/n i/i 'e/'e r/r $/$
13498	hidroxil	hi.dro.x'il		hidroxili	hi.dro.x'ili	i	142635	142638	^/^ h/h i/i d/d r/r o/o x/x 'i/'i l/l $/$
13499	lideră	li.de.r'ă	ă	lidere	l'i.de.re	e	165945	165933	^/^ l/l i/'i d/d e/e r/r $/$
13500	diversitate	di.ver.si.t'a.te	e	diversități	di.ver.si.t'ăți	i	108041	108044	^/^ d/d i/i v/v e/e r/r s/s i/i t/t 'a/'ă t/ț $/$
13501	molift	mo.l'ift		molifți	mo.l'ifți	i	181041	181044	^/^ m/m o/o l/l 'i/'i f/f t/ț $/$
13502	relatare	re.la.t'a.re	e	relatări	re.la.t'ări	i	249502	249492	^/^ r/r e/e l/l a/a t/t 'a/'ă r/r $/$
13503	dinastie	di.nas.t'i.e	e	dinastii	di.nas.t'ii	i	105522	105524	^/^ d/d i/i n/n a/a s/s t/t 'i/'i $/$
13504	colecționar	co.lec.ți.o.n'ar		colecționari	co.lec.ți.o.n'ari	i	69991	69992	^/^ c/c o/o l/l e/e c/c ț/ț i/i o/o n/n 'a/'a r/r $/$
13505	pietruire	pie.tru.'i.re	e	pietruiri	pie.tru.'iri	i	219353	219355	^/^ p/p i/i e/e t/t r/r u/u 'i/'i r/r $/$
13506	afișat	a.fi.ș'at		afișați	a.fi.ș'ați	i	23620	23642	^/^ a/a f/f i/i ș/ș 'a/'a t/ț $/$
13507	electronist	e.lec.tro.n'ist		electroniști	e.lec.tro.n'iști	i	114586	114590	^/^ e/e l/l e/e c/c t/t r/r o/o n/n 'i/'i s/ș t/t $/$
13508	anchetare	an.che.t'a.re	e	anchetări	an.che.t'ări	i	30246	30235	^/^ a/a n/n c/c h/h e/e t/t 'a/'ă r/r $/$
13509	grozăvie	gro.ză.v'i.e	e	grozăvii	gro.ză.v'ii	i	139562	139564	^/^ g/g r/r o/o z/z ă/ă v/v 'i/'i $/$
13510	adresabilitate	a.dre.sa.bi.li.t'a.te	e	adresabilități	a.dre.sa.bi.li.t'ăți	i	22757	22759	^/^ a/a d/d r/r e/e s/s a/a b/b i/i l/l i/i t/t 'a/'ă t/ț $/$
13511	gigant	gi.g'ant		giganți	gi.g'anți	i	136789	136805	^/^ g/g i/i g/g 'a/'a n/n t/ț $/$
13512	prisacă	pri.s'a.că	ă	prisăci	pri.s'ăci	i	232116	232110	^/^ p/p r/r i/i s/s 'a/'ă c/c $/$
13513	eșalonare	e.șa.lo.n'a.re	e	eșalonări	e.șa.lo.n'ări	i	112307	112353	^/^ e/e ș/ș a/a l/l o/o n/n 'a/'ă r/r $/$
13514	hoară	ho'a.ră	ă	hoare	ho'a.re	e	143312	143307	^/^ h/h o'a/o'a r/r $/$
13515	beneficiu	be.ne.f'i.ciu	iu	beneficii	be.ne.f'i.cii	ii	47088	47083	^/^ b/b e/e n/n e/e f/f 'i/'i c/c $/$
13516	ezitare	e.zi.t'a.re	e	ezitări	e.zi.t'ări	i	122892	122921	^/^ e/e z/z i/i t/t 'a/'ă r/r $/$
13517	para	pa.r'a		parale	pa.r'a.le	le	212398	212727	^/^ p/p a/a r/r 'a/'a $/$
13518	astronom	as.tro.n'om		astronomi	as.tro.n'omi	i	38715	38716	^/^ a/a s/s t/t r/r o/o n/n 'o/'o m/m $/$
13519	gherlă	gh'er.lă	ă	gherle	gh'er.le	e	136283	136277	^/^ g/g h/h 'e/'e r/r l/l $/$
13520	ținută	ți.n'u.tă	ă	ținute	ți.n'u.te	e	4045	4032	^/^ ț/ț i/i n/n 'u/'u t/t $/$
13521	mătăhuie	mă.tă.h'u.ie	ie	mătăhui	mă.tă.h'ui	i	169983	169980	^/^ m/m ă/ă t/t ă/ă h/h 'u/'u $/$
13522	hăț	h'ăț		hățuri	h'ă.țuri	uri	140649	140661	^/^ h/h 'ă/'ă ț/ț $/$
13523	muzicolog	mu.zi.co.l'og		muzicologi	mu.zi.co.l'ogi	i	184657	184658	^/^ m/m u/u z/z i/i c/c o/o l/l 'o/'o g/g $/$
13524	deism	de.'ism		deisme	de.'is.me	e	93772	93773	^/^ d/d e/e 'i/'i s/s m/m $/$
13525	regal	re.g'al		regaluri	re.g'a.luri	uri	248131	248188	^/^ r/r e/e g/g 'a/'a l/l $/$
13526	anexare	a.ne.x'a.re	e	anexări	a.ne.x'ări	i	30623	30611	^/^ a/a n/n e/e x/x 'a/'ă r/r $/$
13527	tresărire	tre.să.r'i.re	e	tresăriri	tre.să.r'iri	i	295919	295921	^/^ t/t r/r e/e s/s ă/ă r/r 'i/'i r/r $/$
13528	fum	f'um		fumuri	f'u.muri	uri	132757	132834	^/^ f/f 'u/'u m/m $/$
13529	zdrăngănitură	zdrăn.gă.ni.t'u.ră	ă	zdrăngănituri	zdrăn.gă.ni.t'uri	i	311691	311686	^/^ z/z d/d r/r ă/ă n/n g/g ă/ă n/n i/i t/t 'u/'u r/r $/$
13530	zimț	z'imț		zimți	z'imți	i	312798	312799	^/^ z/z 'i/'i m/m ț/ț $/$
13531	sfeștanie	sfeș.t'a.ni.e	e	sfeștanii	sfeș.t'a.nii	i	268113	268115	^/^ s/s f/f e/e ș/ș t/t 'a/'a n/n i/i $/$
13532	guvern	gu.v'ern		guverne	gu.v'er.ne	e	140126	140220	^/^ g/g u/u v/v 'e/'e r/r n/n $/$
13533	gravitație	gra.vi.t'a.ți.e	e	gravitații	gra.vi.t'a.ții	i	138757	138759	^/^ g/g r/r a/a v/v i/i t/t 'a/'a ț/ț i/i $/$
13534	apifitoterapie	a.pi.fi.to.te.ra.p'i.e	e	apifitoterapii	a.pi.fi.to.te.ra.p'ii	i	33794	33796	^/^ a/a p/p i/i f/f i/i t/t o/o t/t e/e r/r a/a p/p 'i/'i $/$
13535	separare	se.pa.r'a.re	e	separări	se.pa.r'ări	i	267166	267140	^/^ s/s e/e p/p a/a r/r 'a/'ă r/r $/$
13536	facere	f'a.ce.re	e	faceri	f'a.ceri	i	123512	123514	^/^ f/f 'a/'a c/c e/e r/r $/$
13537	postabdomen	pos.tab.do.m'en		postabdomene	pos.tab.do.m'e.ne	e	225627	225628	^/^ p/p o/o s/s t/t a/a b/b d/d o/o m/m 'e/'e n/n $/$
13538	excitare	ex.ci.t'a.re	e	excitări	ex.ci.t'ări	i	119790	119818	^/^ e/e x/x c/c i/i t/t 'a/'ă r/r $/$
13539	chiștoc	chiș.t'oc		chiștoace	chiș.to'a.ce	e	63485	63477	^/^ c/c h/h i/i ș/ș t/t 'o/o'a c/c $/$
13540	chiștoc	chiș.t'oc		chiștoci	chiș.t'oci	i	63485	63486	^/^ c/c h/h i/i ș/ș t/t 'o/'o c/c $/$
13541	chiștoc	chiș.t'oc		chiștocuri	chiș.t'o.curi	uri	63485	63490	^/^ c/c h/h i/i ș/ș t/t 'o/'o c/c $/$
13542	samaritean	sa.ma.ri.te'an		samariteni	sa.ma.ri.t'eni	i	261359	261363	^/^ s/s a/a m/m a/a r/r i/i t/t e'a/'e n/n $/$
13543	păpușoi	pă.pu.ș'oi		păpușoaie	pă.pu.șo'a.ie	e	210204	210201	^/^ p/p ă/ă p/p u/u ș/ș 'o/o'a i/i $/$
13544	foișor	fo.i.ș'or		foișoare	fo.i.șo'a.re	e	129373	129370	^/^ f/f o/o i/i ș/ș 'o/o'a r/r $/$
13545	gogren	go.gr'en		gogrene	go.gr'e.ne	e	137691	137692	^/^ g/g o/o g/g r/r 'e/'e n/n $/$
13546	șuc	ș'uc		șucuri	ș'u.curi	uri	3037	3041	^/^ ș/ș 'u/'u c/c $/$
13547	corectare	co.rec.t'a.re	e	corectări	co.rec.t'ări	i	80724	80710	^/^ c/c o/o r/r e/e c/c t/t 'a/'ă r/r $/$
13548	schizofrenie	schi.zo.fre.n'i.e	e	schizofrenii	schi.zo.fre.n'ii	i	263234	263236	^/^ s/s c/c h/h i/i z/z o/o f/f r/r e/e n/n 'i/'i $/$
13549	iarnă	i'ar.nă	ă	ierni	i'erni	i	145087	145979	^/^ i/i 'a/'e r/r n/n $/$
13550	burduf	bur.d'uf		burdufuri	bur.d'u.furi	uri	53611	53614	^/^ b/b u/u r/r d/d 'u/'u f/f $/$
13551	selecționare	se.lec.ți.o.n'a.re	e	selecționări	se.lec.ți.o.n'ări	i	266133	266108	^/^ s/s e/e l/l e/e c/c ț/ț i/i o/o n/n 'a/'ă r/r $/$
13552	ac	'ac		ace	'a.ce	e	19086	19795	^/^ 'a/'a c/c $/$
